cluster index,CF_componentindex,CF_NrNodes,CF_kingdom,CF_kingdom_score,CF_superclass,CF_superclass_score,CF_class,CF_class_score,CF_subclass,CF_subclass_score,CF_Dparent,CF_Dparent_score,CF_MFramework,CF_MFramework_score
1955,154,8,Organic compounds,0.75,Organoheterocyclic compounds,0.321875,Carboxylic acids and derivatives,0.180902778,,0.203125,Isoquinolines and derivatives,0.0625,Aromatic heteromonocyclic compounds,0.236805556
1962,154,8,Organic compounds,0.75,Organoheterocyclic compounds,0.321875,Carboxylic acids and derivatives,0.180902778,,0.203125,Isoquinolines and derivatives,0.0625,Aromatic heteromonocyclic compounds,0.236805556
349,126,4,Organic compounds,1,Organoheterocyclic compounds,0.431547619,Carboxylic acids and derivatives,0.22172619,"Amino acids, peptides, and analogues",0.22172619,Benzylisoquinolines,0.142857143,Aromatic heteromonocyclic compounds,0.45734127
372,126,4,Organic compounds,1,Organoheterocyclic compounds,0.431547619,Carboxylic acids and derivatives,0.22172619,"Amino acids, peptides, and analogues",0.22172619,Benzylisoquinolines,0.142857143,Aromatic heteromonocyclic compounds,0.45734127
396,126,4,Organic compounds,1,Organoheterocyclic compounds,0.431547619,Carboxylic acids and derivatives,0.22172619,"Amino acids, peptides, and analogues",0.22172619,Benzylisoquinolines,0.142857143,Aromatic heteromonocyclic compounds,0.45734127
478,126,4,Organic compounds,1,Organoheterocyclic compounds,0.431547619,Carboxylic acids and derivatives,0.22172619,"Amino acids, peptides, and analogues",0.22172619,Benzylisoquinolines,0.142857143,Aromatic heteromonocyclic compounds,0.45734127
350,S156,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
351,S157,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
352,S158,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
353,S159,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
355,S160,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
356,S161,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
357,241,3,Organic compounds,1,Lipids and lipid-like molecules,0.958333333,Prenol lipids,0.875,Tetraterpenoids,0.638888889,Xanthophylls,0.638888889,Aliphatic homomonocyclic compounds,0.333333333
1562,241,3,Organic compounds,1,Lipids and lipid-like molecules,0.958333333,Prenol lipids,0.875,Tetraterpenoids,0.638888889,Xanthophylls,0.638888889,Aliphatic homomonocyclic compounds,0.333333333
1859,241,3,Organic compounds,1,Lipids and lipid-like molecules,0.958333333,Prenol lipids,0.875,Tetraterpenoids,0.638888889,Xanthophylls,0.638888889,Aliphatic homomonocyclic compounds,0.333333333
361,S162,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
362,S163,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
363,S164,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
364,S165,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
366,8,3,Organic compounds,1,Organoheterocyclic compounds,0.263888889,Carboxylic acids and derivatives,0.152777778,"Amino acids, peptides, and analogues",0.152777778,Diterpenoids,0.092592593,Aromatic heteropolycyclic compounds,0.416666667
444,8,3,Organic compounds,1,Organoheterocyclic compounds,0.263888889,Carboxylic acids and derivatives,0.152777778,"Amino acids, peptides, and analogues",0.152777778,Diterpenoids,0.092592593,Aromatic heteropolycyclic compounds,0.416666667
1395,8,3,Organic compounds,1,Organoheterocyclic compounds,0.263888889,Carboxylic acids and derivatives,0.152777778,"Amino acids, peptides, and analogues",0.152777778,Diterpenoids,0.092592593,Aromatic heteropolycyclic compounds,0.416666667
368,170,3,Organic compounds,1,Organoheterocyclic compounds,0.41005291,Carboxylic acids and derivatives,0.169312169,"Amino acids, peptides, and analogues",0.169312169,Delta amino acids and derivatives,0.095238095,Aromatic heteromonocyclic compounds,0.505291005
460,170,3,Organic compounds,1,Organoheterocyclic compounds,0.41005291,Carboxylic acids and derivatives,0.169312169,"Amino acids, peptides, and analogues",0.169312169,Delta amino acids and derivatives,0.095238095,Aromatic heteromonocyclic compounds,0.505291005
1056,170,3,Organic compounds,1,Organoheterocyclic compounds,0.41005291,Carboxylic acids and derivatives,0.169312169,"Amino acids, peptides, and analogues",0.169312169,Delta amino acids and derivatives,0.095238095,Aromatic heteromonocyclic compounds,0.505291005
369,S166,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
370,S167,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
373,S168,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
374,S169,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
376,S170,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
377,S171,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
379,195,3,Organic compounds,1,Lipids and lipid-like molecules,0.819047619,Prenol lipids,0.457142857,Sesquiterpenoids,0.39047619,Agarofurans,0.161904762,Aromatic heteropolycyclic compounds,0.39047619
381,195,3,Organic compounds,1,Lipids and lipid-like molecules,0.819047619,Prenol lipids,0.457142857,Sesquiterpenoids,0.39047619,Agarofurans,0.161904762,Aromatic heteropolycyclic compounds,0.39047619
384,195,3,Organic compounds,1,Lipids and lipid-like molecules,0.819047619,Prenol lipids,0.457142857,Sesquiterpenoids,0.39047619,Agarofurans,0.161904762,Aromatic heteropolycyclic compounds,0.39047619
383,304,2,Organic compounds,1,Lipids and lipid-like molecules,0.642857143,Fatty Acyls,0.4375,Fatty acids and conjugates,0.4375,Very long-chain fatty acids,0.4375,Aliphatic acyclic compounds,0.4375
1355,304,2,Organic compounds,1,Lipids and lipid-like molecules,0.642857143,Fatty Acyls,0.4375,Fatty acids and conjugates,0.4375,Very long-chain fatty acids,0.4375,Aliphatic acyclic compounds,0.4375
387,S172,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
388,S173,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
389,S174,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
392,S175,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
393,50,6,Organic compounds,1,Lipids and lipid-like molecules,0.308333333,Carboxylic acids and derivatives,0.160185185,"Amino acids, peptides, and analogues",0.160185185,Diterpenoids,0.0625,Aromatic heteropolycyclic compounds,0.323611111
476,50,6,Organic compounds,1,Lipids and lipid-like molecules,0.308333333,Carboxylic acids and derivatives,0.160185185,"Amino acids, peptides, and analogues",0.160185185,Diterpenoids,0.0625,Aromatic heteropolycyclic compounds,0.323611111
822,50,6,Organic compounds,1,Lipids and lipid-like molecules,0.308333333,Carboxylic acids and derivatives,0.160185185,"Amino acids, peptides, and analogues",0.160185185,Diterpenoids,0.0625,Aromatic heteropolycyclic compounds,0.323611111
914,50,6,Organic compounds,1,Lipids and lipid-like molecules,0.308333333,Carboxylic acids and derivatives,0.160185185,"Amino acids, peptides, and analogues",0.160185185,Diterpenoids,0.0625,Aromatic heteropolycyclic compounds,0.323611111
1024,50,6,Organic compounds,1,Lipids and lipid-like molecules,0.308333333,Carboxylic acids and derivatives,0.160185185,"Amino acids, peptides, and analogues",0.160185185,Diterpenoids,0.0625,Aromatic heteropolycyclic compounds,0.323611111
1792,50,6,Organic compounds,1,Lipids and lipid-like molecules,0.308333333,Carboxylic acids and derivatives,0.160185185,"Amino acids, peptides, and analogues",0.160185185,Diterpenoids,0.0625,Aromatic heteropolycyclic compounds,0.323611111
397,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
454,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
549,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
552,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
753,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
817,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
958,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1038,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1112,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1114,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1183,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1235,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1410,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1435,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1502,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1743,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1833,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
1872,15,18,Organic compounds,1,Lipids and lipid-like molecules,0.562367725,Steroids and steroid derivatives,0.231922399,,0.148412698,Macrolactams,0.062698413,Aromatic heteropolycyclic compounds,0.294819224
399,S176,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
401,S177,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
402,S178,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
403,254,2,Inorganic compounds,0.5,Homogeneous metal compounds,0.5,Homogeneous metalloid compounds,0.5,,0.722222222,Homogeneous metalloid compounds,0.5,,0.5
1465,254,2,Inorganic compounds,0.5,Homogeneous metal compounds,0.5,Homogeneous metalloid compounds,0.5,,0.722222222,Homogeneous metalloid compounds,0.5,,0.5
404,S179,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
405,S180,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
410,S181,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
413,S182,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
416,S183,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
417,S184,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
418,S185,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
421,S186,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
423,S187,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
424,S188,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
426,S189,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
427,244,3,Organic compounds,1,Organoheterocyclic compounds,0.373737374,Carboxylic acids and derivatives,0.134680135,,0.313131313,Harmala alkaloids,0.074074074,Aromatic heteropolycyclic compounds,0.552188552
1119,244,3,Organic compounds,1,Organoheterocyclic compounds,0.373737374,Carboxylic acids and derivatives,0.134680135,,0.313131313,Harmala alkaloids,0.074074074,Aromatic heteropolycyclic compounds,0.552188552
1929,244,3,Organic compounds,1,Organoheterocyclic compounds,0.373737374,Carboxylic acids and derivatives,0.134680135,,0.313131313,Harmala alkaloids,0.074074074,Aromatic heteropolycyclic compounds,0.552188552
431,56,2,Organic compounds,1,Organoheterocyclic compounds,0.708333333,Azoles,0.1875,Oxadiazoles,0.1875,Phenyloxadiazoles,0.1875,Aromatic heteropolycyclic compounds,0.631944444
1734,56,2,Organic compounds,1,Organoheterocyclic compounds,0.708333333,Azoles,0.1875,Oxadiazoles,0.1875,Phenyloxadiazoles,0.1875,Aromatic heteropolycyclic compounds,0.631944444
433,S190,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
434,S191,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
437,36,5,Organic compounds,1,Benzenoids,0.405555556,Benzene and substituted derivatives,0.288888889,,0.133333333,Amphetamines and derivatives,0.075,Aromatic homomonocyclic compounds,0.313888889
442,36,5,Organic compounds,1,Benzenoids,0.405555556,Benzene and substituted derivatives,0.288888889,,0.133333333,Amphetamines and derivatives,0.075,Aromatic homomonocyclic compounds,0.313888889
923,36,5,Organic compounds,1,Benzenoids,0.405555556,Benzene and substituted derivatives,0.288888889,,0.133333333,Amphetamines and derivatives,0.075,Aromatic homomonocyclic compounds,0.313888889
2041,36,5,Organic compounds,1,Benzenoids,0.405555556,Benzene and substituted derivatives,0.288888889,,0.133333333,Amphetamines and derivatives,0.075,Aromatic homomonocyclic compounds,0.313888889
2057,36,5,Organic compounds,1,Benzenoids,0.405555556,Benzene and substituted derivatives,0.288888889,,0.133333333,Amphetamines and derivatives,0.075,Aromatic homomonocyclic compounds,0.313888889
438,S192,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
439,S193,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
440,S194,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
443,153,2,Organic compounds,1,Benzenoids,0.314285714,Benzene and substituted derivatives,0.242857143,,0.214285714,N-phenylureas,0.142857143,Aromatic heteropolycyclic compounds,0.535714286
489,153,2,Organic compounds,1,Benzenoids,0.314285714,Benzene and substituted derivatives,0.242857143,,0.214285714,N-phenylureas,0.142857143,Aromatic heteropolycyclic compounds,0.535714286
448,S195,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
449,S196,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
450,S197,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
452,S198,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
453,S199,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
455,S200,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
457,S201,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
459,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
531,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
576,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
600,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
701,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1026,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1188,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1192,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1215,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1237,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1247,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1310,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1480,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1518,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1524,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1534,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1538,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1589,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1680,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1902,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
1952,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
461,S202,1,Organic compounds,1,Organic acids and derivatives,1,Peptidomimetics,1,Depsipeptides,1,Cyclic depsipeptides,1,Aliphatic heteromonocyclic compounds,1
462,S203,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
463,S204,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
465,S205,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
466,S206,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
468,S207,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
469,S208,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
472,S209,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
473,S210,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
475,S211,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
479,S212,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
480,S213,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
483,S214,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
484,S215,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
485,S216,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
486,S217,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
488,S218,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
490,S219,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
491,165,2,Organic compounds,1,Organic acids and derivatives,0.95,Carboxylic acids and derivatives,0.775,"Amino acids, peptides, and analogues",0.775,L-alpha-amino acids,0.1625,Aliphatic acyclic compounds,0.8875
928,165,2,Organic compounds,1,Organic acids and derivatives,0.95,Carboxylic acids and derivatives,0.775,"Amino acids, peptides, and analogues",0.775,L-alpha-amino acids,0.1625,Aliphatic acyclic compounds,0.8875
493,S220,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
494,S221,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
495,S222,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
497,S223,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
498,S224,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
499,S225,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
500,S226,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Dipeptides,1,Aromatic homomonocyclic compounds,1
501,S227,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
502,S228,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
503,S229,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
504,S230,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
505,S231,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
506,289,3,Organic compounds,1,Phenylpropanoids and polyketides,0.457671958,Coumarins and derivatives,0.424338624,,0.221693122,Psoralens,0.142857143,Aromatic heteropolycyclic compounds,0.697354497
530,289,3,Organic compounds,1,Phenylpropanoids and polyketides,0.457671958,Coumarins and derivatives,0.424338624,,0.221693122,Psoralens,0.142857143,Aromatic heteropolycyclic compounds,0.697354497
1163,289,3,Organic compounds,1,Phenylpropanoids and polyketides,0.457671958,Coumarins and derivatives,0.424338624,,0.221693122,Psoralens,0.142857143,Aromatic heteropolycyclic compounds,0.697354497
509,S232,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
512,S233,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Dipeptides,1,Aromatic heteropolycyclic compounds,1
513,S234,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
516,S235,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
517,S236,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
519,S237,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
521,S238,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
523,253,2,Organic compounds,1,Organic acids and derivatives,0.298611111,Carboxylic acids and derivatives,0.298611111,"Amino acids, peptides, and analogues",0.298611111,Phenylmethylamines,0.125,Aromatic heteromonocyclic compounds,0.409722222
1219,253,2,Organic compounds,1,Organic acids and derivatives,0.298611111,Carboxylic acids and derivatives,0.298611111,"Amino acids, peptides, and analogues",0.298611111,Phenylmethylamines,0.125,Aromatic heteromonocyclic compounds,0.409722222
524,S239,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
525,127,3,Organic compounds,1,Organoheterocyclic compounds,0.425,Organooxygen compounds,0.15,Cytisine and derivatives,0.141666667,Cytisine and derivatives,0.141666667,Aromatic heteropolycyclic compounds,0.733333333
1036,127,3,Organic compounds,1,Organoheterocyclic compounds,0.425,Organooxygen compounds,0.15,Cytisine and derivatives,0.141666667,Cytisine and derivatives,0.141666667,Aromatic heteropolycyclic compounds,0.733333333
1159,127,3,Organic compounds,1,Organoheterocyclic compounds,0.425,Organooxygen compounds,0.15,Cytisine and derivatives,0.141666667,Cytisine and derivatives,0.141666667,Aromatic heteropolycyclic compounds,0.733333333
529,S240,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
532,S241,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
534,S242,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
535,S243,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
536,S244,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
537,S245,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
538,149,2,Organic compounds,1,Organoheterocyclic compounds,0.401785714,Azetidines,0.276785714,Phenylazetidines,0.276785714,Phenylazetidines,0.276785714,Aromatic heteropolycyclic compounds,0.9375
992,149,2,Organic compounds,1,Organoheterocyclic compounds,0.401785714,Azetidines,0.276785714,Phenylazetidines,0.276785714,Phenylazetidines,0.276785714,Aromatic heteropolycyclic compounds,0.9375
539,93,7,Organic compounds,1,Lipids and lipid-like molecules,0.348922902,Glycerophospholipids,0.149659864,,0.179138322,Diphenylmethanes,0.119614512,Aromatic heteropolycyclic compounds,0.391439909
559,93,7,Organic compounds,1,Lipids and lipid-like molecules,0.348922902,Glycerophospholipids,0.149659864,,0.179138322,Diphenylmethanes,0.119614512,Aromatic heteropolycyclic compounds,0.391439909
591,93,7,Organic compounds,1,Lipids and lipid-like molecules,0.348922902,Glycerophospholipids,0.149659864,,0.179138322,Diphenylmethanes,0.119614512,Aromatic heteropolycyclic compounds,0.391439909
1264,93,7,Organic compounds,1,Lipids and lipid-like molecules,0.348922902,Glycerophospholipids,0.149659864,,0.179138322,Diphenylmethanes,0.119614512,Aromatic heteropolycyclic compounds,0.391439909
1347,93,7,Organic compounds,1,Lipids and lipid-like molecules,0.348922902,Glycerophospholipids,0.149659864,,0.179138322,Diphenylmethanes,0.119614512,Aromatic heteropolycyclic compounds,0.391439909
1350,93,7,Organic compounds,1,Lipids and lipid-like molecules,0.348922902,Glycerophospholipids,0.149659864,,0.179138322,Diphenylmethanes,0.119614512,Aromatic heteropolycyclic compounds,0.391439909
