"","OTU","Sample","Abundance","X","SampleCode","Sample_Type_Broad","RobCode","Fish_Number","Species","Gut_Section","Gut_SubSection","Culture_Media","Ranked_Gut_SubSection_Distance_from_Stomach","Kingdom","Phylum","Class","Order","Family"
"306","Otu00021","F5_GI_4",0.09024,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"379","Otu00025","F5_GI_4",0.08842,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"167","Otu00015","F5_GI_2",0.08778,22,"F5_GI_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"302","Otu00021","F6_HG_2",0.0876,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"319","Otu00021","F8_HG_3",0.08676,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"10","Otu00002","F8_HG_1",0.08574,51,"F8_HG_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"183","Otu00015","F4_GI_2",0.0854,13,"F4_GI_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"299","Otu00021","F6_GI_1",0.08262,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"91","Otu00005","F6_GI_1",0.0814,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"197","Otu00015","F7_GI_2",0.08066,39,"F7_GI_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"24","Otu00002","F6_GI_3",0.08036,31,"F6_GI_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"28","Otu00002","F8_HG_3",0.07894,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"314","Otu00021","F7_HG_3",0.07836,44,"F7_HG_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"456","Otu00040","F7_HG_3",0.07784,44,"F7_HG_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"507","Otu00047","F5_GI_4",0.07676,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"441","Otu00040","F7_HG_2",0.07454,43,"F7_HG_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"661","Otu00088","F8_GI_3",0.07442,49,"F8_GI_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"182","Otu00015","F4_GI_1",0.07194,12,"F4_GI_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"187","Otu00015","F8_GI_3",0.0717,49,"F8_GI_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"405","Otu00027","F7_HG_1",0.07104,42,"F7_HG_1","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"90","Otu00005","F7_GI_2",0.07094,39,"F7_GI_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"528","Otu00047","F6_HG_3",0.07048,35,"F6_HG_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_3","Fish_Gut",8,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"375","Otu00025","F6_HG_1",0.07016,33,"F6_HG_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"447","Otu00040","F8_HG_1",0.07004,51,"F8_HG_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"22","Otu00002","F6_HG_2",0.06934,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"305","Otu00021","F7_HG_2",0.06902,43,"F7_HG_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"391","Otu00025","F5_GI_3",0.06862,23,"F5_GI_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"467","Otu00042","F8_GI_4",0.06814,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1"
"333","Otu00024","F6_GI_3",0.06712,31,"F6_GI_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_3","Fish_Gut",4,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae"
"403","Otu00027","F8_GI_4",0.06488,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"322","Otu00021","F7_HG_1",0.0645,42,"F7_HG_1","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"98","Otu00005","F4_GI_2",0.06384,13,"F4_GI_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"520","Otu00047","F6_HG_2",0.06306,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"67","Otu00005","F5_HG_3",0.06222,27,"F5_HG_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"97","Otu00005","F4_GI_1",0.06208,12,"F4_GI_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"195","Otu00015","F4_GI_4",0.06184,15,"F4_GI_4","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"1397","Otu00396","F8_GI_1",0.0612,47,"F8_GI_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"293","Otu00019","F7_HG_3",0.06052,44,"F7_HG_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"74","Otu00005","F8_HG_1",0.05972,51,"F8_HG_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"309","Otu00021","F8_GI_3",0.05962,49,"F8_GI_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"164","Otu00012","F6_GI_1",0.05938,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"95","Otu00005","F6_GI_4",0.05866,32,"F6_GI_4","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"592","Otu00062","F8_HG_2",0.05866,52,"F8_HG_2","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"288","Otu00019","F7_HG_2",0.05738,43,"F7_HG_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"200","Otu00016","F5_GI_4",0.05554,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"539","Otu00059","F8_HG_2",0.0554,52,"F8_HG_2","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"300","Otu00021","F6_GI_3",0.05522,31,"F6_GI_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_3","Fish_Gut",4,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"294","Otu00019","F4_HG_3",0.05504,18,"F4_HG_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"452","Otu00040","F8_HG_2",0.05498,52,"F8_HG_2","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"87","Otu00005","F5_HG_1",0.05426,25,"F5_HG_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"587","Otu00062","F8_HG_1",0.05418,51,"F8_HG_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"437","Otu00040","F5_HG_3",0.05374,27,"F5_HG_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"607","Otu00074","F6_HG_2",0.05284,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"274","Otu00019","F6_HG_1",0.05272,33,"F6_HG_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"192","Otu00015","F6_HG_3",0.05226,35,"F6_HG_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"376","Otu00025","F6_HG_2",0.05198,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"285","Otu00019","F8_HG_3",0.05168,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"71","Otu00005","F4_HG_2",0.0513,17,"F4_HG_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"86","Otu00005","F5_GI_3",0.05082,23,"F5_GI_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"78","Otu00005","F5_GI_4",0.05034,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"193","Otu00015","F4_GI_3",0.05026,14,"F4_GI_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"325","Otu00021","F8_GI_2",0.05006,48,"F8_GI_2","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"138","Otu00012","F6_GI_3",0.04974,31,"F6_GI_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_3","Fish_Gut",4,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"549","Otu00059","F8_HG_1",0.0497,51,"F8_HG_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"397","Otu00027","F8_GI_3",0.0493,49,"F8_GI_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"277","Otu00019","F8_GI_4",0.04906,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"366","Otu00025","F6_GI_4",0.04866,32,"F6_GI_4","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"81","Otu00005","F5_HG_2",0.04766,26,"F5_HG_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"69","Otu00005","F8_HG_2",0.04764,52,"F8_HG_2","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"318","Otu00021","F8_GI_4",0.04754,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"94","Otu00005","F4_HG_1",0.04746,16,"F4_HG_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"367","Otu00025","F8_GI_3",0.0465,49,"F8_GI_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"241","Otu00017","F4_GI_2",0.04644,13,"F4_GI_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"779","Otu00120","F6_GI_4",0.04558,32,"F6_GI_4","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_4","Fish_Gut",5,"Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
"246","Otu00017","F4_GI_3",0.04552,14,"F4_GI_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"891","Otu00141","F6_HG_3",0.0455,35,"F6_HG_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_3","Fish_Gut",8,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified"
"433","Otu00040","F7_HG_1",0.04546,42,"F7_HG_1","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"625","Otu00074","F6_HG_3",0.04526,35,"F6_HG_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_3","Fish_Gut",8,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"577","Otu00062","F8_HG_3",0.04504,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"313","Otu00021","F4_GI_4",0.04404,15,"F4_GI_4","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"7","Otu00002","F7_HG_1",0.04398,42,"F7_HG_1","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"236","Otu00017","F6_GI_1",0.04384,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"84","Otu00005","F6_HG_1",0.04376,33,"F6_HG_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"389","Otu00025","F6_HG_3",0.04352,35,"F6_HG_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"286","Otu00019","F7_HG_1",0.0422,42,"F7_HG_1","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"478","Otu00042","F6_GI_1",0.0422,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1"
"453","Otu00040","F4_HG_3",0.0418,18,"F4_HG_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"517","Otu00047","F7_GI_3",0.04162,40,"F7_GI_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"320","Otu00021","F8_HG_1",0.04148,51,"F8_HG_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"386","Otu00025","F4_GI_4",0.04106,15,"F4_GI_4","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"576","Otu00062","F7_HG_1",0.04064,42,"F7_HG_1","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"413","Otu00027","F5_GI_2",0.04058,22,"F5_GI_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"591","Otu00062","F7_HG_3",0.04016,44,"F7_HG_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"414","Otu00027","F7_HG_2",0.04002,43,"F7_HG_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"235","Otu00017","F6_HG_1",0.0397,33,"F6_HG_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"21","Otu00002","F6_HG_3",0.03932,35,"F6_HG_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"88","Otu00005","F8_GI_1",0.03908,47,"F8_GI_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"498","Otu00047","F6_GI_1",0.03886,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"439","Otu00040","F5_HG_1",0.03834,25,"F5_HG_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"326","Otu00021","F4_HG_1",0.03822,16,"F4_HG_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"993","Otu00169","F8_GI_3",0.03756,49,"F8_GI_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Eukaryota","Parabasalia","Gf10_symbiont_group","Gf10_symbiont_group_or","Gf10_symbiont_group_fa"
"582","Otu00062","F7_HG_2",0.03734,43,"F7_HG_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"72","Otu00005","F8_HG_3",0.03608,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"312","Otu00021","F4_HG_2",0.03574,17,"F4_HG_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"296","Otu00019","F5_GI_3",0.03532,23,"F5_GI_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"877","Otu00141","F7_HG_2",0.03526,43,"F7_HG_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified"
"876","Otu00141","F7_HG_3",0.0349,44,"F7_HG_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified"
"431","Otu00040","F5_HG_2",0.03486,26,"F5_HG_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"535","Otu00059","F6_HG_1",0.03486,33,"F6_HG_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_1","Fish_Gut",6,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"185","Otu00015","F6_HG_2",0.03474,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"223","Otu00016","F4_HG_2",0.03458,17,"F4_HG_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"171","Otu00015","F8_HG_2",0.03446,52,"F8_HG_2","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"328","Otu00021","F8_HG_2",0.03386,52,"F8_HG_2","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
