"","OTU","Sample","Abundance","Species","Gut_Section","Species_Gut_Section","Kingdom","Phylum","Class","Order","Family"
"224","Otu00120","Kyphosus vaigiensis_ST",0,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
"225","Otu00120","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
"226","Otu00132","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae"
"227","Otu00132","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae"
"233","Otu00132","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae"
"246","Otu00148","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallales_unclassified"
"248","Otu00148","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallales_unclassified"
"255","Otu00151","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"261","Otu00151","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"262","Otu00156","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured"
"272","Otu00169","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Eukaryota","Parabasalia","Gf10_symbiont_group","Gf10_symbiont_group_or","Gf10_symbiont_group_fa"
"273","Otu00169","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Eukaryota","Parabasalia","Gf10_symbiont_group","Gf10_symbiont_group_or","Gf10_symbiont_group_fa"
"275","Otu00169","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Eukaryota","Parabasalia","Gf10_symbiont_group","Gf10_symbiont_group_or","Gf10_symbiont_group_fa"
"276","Otu00169","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Eukaryota","Parabasalia","Gf10_symbiont_group","Gf10_symbiont_group_or","Gf10_symbiont_group_fa"
"279","Otu00169","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Eukaryota","Parabasalia","Gf10_symbiont_group","Gf10_symbiont_group_or","Gf10_symbiont_group_fa"
"280","Otu00199","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"282","Otu00199","Kyphosus vaigiensis_GI",0,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"283","Otu00199","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"284","Otu00199","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"285","Otu00199","Kyphosus vaigiensis_ST",0,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"287","Otu00199","Kyphosus vaigiensis_HG",0,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"288","Otu00199","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"291","Otu00224","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"294","Otu00224","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"296","Otu00224","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"297","Otu00224","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"298","Otu00230","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured"
"300","Otu00230","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured"
"301","Otu00230","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured"
"302","Otu00230","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured"
"303","Otu00230","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured"
"307","Otu00236","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae"
"311","Otu00236","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae"
"313","Otu00236","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae"
"324","Otu00238","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified"
"327","Otu00245","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"329","Otu00245","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"334","Otu00266","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured"
"335","Otu00266","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured"
"337","Otu00266","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured"
"338","Otu00266","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured"
"340","Otu00266","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured"
"342","Otu00266","Kyphosus vaigiensis_GI",0,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured"
"348","Otu00277","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae"
"352","Otu00278","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"357","Otu00278","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"361","Otu00282","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae"
"362","Otu00282","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae"
"363","Otu00282","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae"
"365","Otu00282","Kyphosus vaigiensis_HG",0,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae"
"367","Otu00282","Kyphosus vaigiensis_GI",0,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae"
"368","Otu00282","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae"
"369","Otu00282","Kyphosus vaigiensis_ST",0,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae"
"372","Otu00339","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified"
"375","Otu00339","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified"
"380","Otu00343","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Eukaryota","Parabasalia","Parabasalia_unclassified","Parabasalia_unclassified","Parabasalia_unclassified"
"381","Otu00343","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Eukaryota","Parabasalia","Parabasalia_unclassified","Parabasalia_unclassified","Parabasalia_unclassified"
"387","Otu00343","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Eukaryota","Parabasalia","Parabasalia_unclassified","Parabasalia_unclassified","Parabasalia_unclassified"
"388","Otu00352","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Mollicutes_RF39_fa"
"390","Otu00352","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Mollicutes_RF39_fa"
"391","Otu00352","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Mollicutes_RF39_fa"
"397","Otu00385","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"399","Otu00385","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"400","Otu00385","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"403","Otu00385","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"413","Otu00395","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"414","Otu00395","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"415","Otu00396","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"416","Otu00396","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"417","Otu00396","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"419","Otu00396","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"420","Otu00396","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"422","Otu00396","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"426","Otu00461","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"428","Otu00461","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"429","Otu00461","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"432","Otu00461","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"434","Otu00485","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae"
"435","Otu00485","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae"
"436","Otu00485","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae"
"439","Otu00485","Kyphosus vaigiensis_GI",0,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae"
"440","Otu00485","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae"
"442","Otu00497","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiales_unclassified"
"445","Otu00497","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiales_unclassified"
"447","Otu00497","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiales_unclassified"
"448","Otu00497","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiales_unclassified"
"449","Otu00497","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiales_unclassified"
"450","Otu00497","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiales_unclassified"
"451","Otu00508","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"458","Otu00508","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"460","Otu00512","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_unclassified","Oxyphotobacteria_unclassified"
"462","Otu00512","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_unclassified","Oxyphotobacteria_unclassified"
"465","Otu00512","Kyphosus vaigiensis_GI",0,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_unclassified","Oxyphotobacteria_unclassified"
"466","Otu00512","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_unclassified","Oxyphotobacteria_unclassified"
"467","Otu00512","Kyphosus vaigiensis_HG",0,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_unclassified","Oxyphotobacteria_unclassified"
"468","Otu00512","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_unclassified","Oxyphotobacteria_unclassified"
"469","Otu00593","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"471","Otu00593","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"475","Otu00593","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"477","Otu00593","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"478","Otu00600","Kyphosus vaigiensis_HG",0,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae"
"480","Otu00600","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae"
"481","Otu00600","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae"
"482","Otu00600","Kyphosus vaigiensis_GI",0,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae"
"484","Otu00600","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae"
"486","Otu00600","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae"
"487","Otu00634","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae"
"488","Otu00634","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae"
"489","Otu00634","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae"
"490","Otu00634","Kyphosus vaigiensis_HG",0,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae"
"492","Otu00634","Kyphosus vaigiensis_GI",0,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae"
"493","Otu00634","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae"
"496","Otu00817","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"497","Otu00817","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"501","Otu00817","Kyphosus vaigiensis_ST",0,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"503","Otu00817","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"505","Otu00851","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae"
"508","Otu00851","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae"
"509","Otu00851","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae"
"510","Otu00851","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae"
"511","Otu00851","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae"
"512","Otu00851","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae"
"514","Otu00916","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Phormidesmiaceae"
"516","Otu00916","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Phormidesmiaceae"
"517","Otu00916","Kyphosus cinerascens_GI",0,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Phormidesmiaceae"
"518","Otu00916","Kyphosus vaigiensis_GI",0,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Phormidesmiaceae"
"519","Otu00916","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Phormidesmiaceae"
"522","Otu00916","Kyphosus vaigiensis_HG",0,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Phormidesmiaceae"
"532","Otu01063","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae"
"533","Otu01063","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae"
"534","Otu01063","Kyphosus vaigiensis_HG",0,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae"
"538","Otu01063","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae"
