"","F1_GI","F1_HG","F2_GI","F2_HG","F3_GI","F3_HG","F4_GI_1","F4_GI_2","F4_GI_3","F4_GI_4","F4_HG_1","F4_HG_2","F4_HG_3","F5_GI_1","F5_GI_2","F5_GI_3","F5_GI_4","F5_HG_1","F5_HG_2","F5_HG_3","F6_GI_1","F6_GI_3","F6_GI_4","F6_HG_1","F6_HG_2","F6_HG_3","F7_GI_2","F7_GI_3","F7_GI_4","F7_HG_1","F7_HG_2","F7_HG_3","F8_GI_1","F8_GI_2","F8_GI_3","F8_GI_4","F8_HG_1","F8_HG_2","F8_HG_3"
"Otu00467",0,0.00088,0,0.00102,0,0,0,0,0,0,0.00074,0.00046,0.00054,0,0,0.00026,0.00032,8e-04,0.00068,0.00098,0,0,0,0,0,0,0,0,0,0.00114,0.00062,0.00088,0,0,0,0.00012,0.00058,0.00098,0.00036
"Otu00468",0,0.00126,0,4e-04,0,0,0,0,0,0,0.00054,0.00054,0.00082,0,0,0,8e-05,0.00026,2e-04,1e-04,0,0,0,0,0,0,0,0,0,0.00148,0.00168,0.00172,0.00016,0,0,0.00046,0.0012,0.001,0.00114
"Otu00470",0,0.0013,0,0.00084,0,1e-04,0,0,0,0,0.00088,0.00048,0.00044,0,0,0,8e-05,0.00026,0.00024,0.00024,0,0,0,4e-05,0,6e-05,0,0,0,0.00166,0.0012,0.00166,0,0,0,0.00012,0.00134,0.0017,0.00076
"Otu00471",0,0,0,0,0,0,0,0.00066,0.00048,0.00114,0,0,0,0.00092,0.00072,0.00102,4e-04,0,0,0,0,0,0,0,0,0,0,0.00578,0.0036,0,0,0,0,0,0,0.00068,0,0,0
"Otu00472",0,0.00786,0,6e-05,0,0,0,0,0,0,0,2e-05,1e-04,0,0,2e-05,6e-05,2e-05,6e-05,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0.00226,0.00198,0.00592
"Otu00473",0,0,2e-04,0,6e-05,0.00596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,0.00046,0.00164,0.00106,0.00106,0,0,0,0,0,0,0,2e-05,0,0,0,0,0
"Otu00475",0,0,0,0,0,0.00268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0,0.00134,0.00458,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684,0.00066,0.0059,0.00816,0.00104,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00477",0,0,0,0.00148,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0.00224,0.00146,0.0013,0,0,0,0.00128,0.00212,0.00288,0,0,0,0,0,0,0.00016
"Otu00478",0,0,0,0,0,0,0,6e-05,0,0.00038,0.00024,0.00038,0.00034,0,0.00042,0.00076,0.00066,3e-04,8e-05,0.00022,0,0,0,0,0,0,0,0.00616,0.0026,0.001,0.00034,0,0,0,0,2e-04,0,0,0
"Otu00480",0,0.00172,0,0.00084,0,0,0,0,0,0,0.0013,0.00118,0.00218,0,0,6e-05,0.00046,0.00164,0.00142,0.00158,0,0,0,0,0,0,2e-05,0,0,0.00058,7e-04,0,0,0,0,0,4e-04,0,2e-04
"Otu00481",0,0.00048,0,0.00122,0,0,0,0,0,0,0.00064,8e-04,0.00036,7e-04,0,0.00034,0.00074,0.00148,0.0019,0.0016,0,0,0,0,0,0,0,0,0.00012,0.00042,0.00048,0.00054,0,0,0,0,0.0011,0.00124,0.00108
"Otu00483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0.00044,0.00104,0.00052,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134,0.00436,0.00406,0.0024
"Otu00484",0,0,0,0,0,0,0,1e-04,2e-04,0.00194,0.00018,0.00036,0,0.00074,0.00104,0.00422,0.00258,0,0.00012,0,0,4e-05,0,0,0,0,0,0.00012,1e-04,0,0,0,0,0,0,0.00248,6e-05,6e-05,1e-04
"Otu00486",0,0.00022,0,0.00138,0,0,0,0,0,0,0.00052,0.00036,0.00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282,0.00238,0.00242,0,0,0,0,0,0,0
"Otu00488",0.00524,0,0.01018,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0.00062,7e-04,0.00058,0,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00491",0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,0,0.00038,0.0013,0.00358,0.00466,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00492",0,0,0,8e-05,0,0,0,6e-05,0.00018,0.00094,0.0011,0.00148,0,0,0.00062,0.00058,0.00094,0.00046,3e-04,0.00052,0,0,0,0,0,0,6e-05,0,0.00108,0.00038,0.00036,1e-04,0,0,0,0.00128,3e-04,0.00036,0.00012
"Otu00494",0,0.00012,0,0,0,0,1e-04,1e-04,0.00058,0.00322,0.00028,4e-04,0,0,0.00012,0.00034,0.00032,0.00016,0.00012,8e-05,0,0.00158,2e-04,0,0,0,0,0.00014,0.00036,0,0,0,0,0,0.00018,0.00542,1e-04,3e-04,1e-04
"Otu00495",0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0,0.00536,0.00414,0.00148,0.00102,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00496",0,0.0062,0,0.00074,0,0,0,0,0,0,0.00076,0.00072,0.00076,0,0,0,0,0,2e-05,0,0,0,0,0,0,0,0,0,0.00014,9e-04,0.00138,0.0012,0,0,0,0,0,0,0
"Otu00497",0,0,0,0,0,0,0.0029,0.00558,0.00072,0.00092,6e-05,6e-05,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00499",0,0,0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0.00148,0.0023,0.00254,0,0,0,0.00018,6e-04,0.00044,0.00076
"Otu00503",0,0,0,0.00044,0,0,0,0,0,0,0.00038,0,0,0,0,0,0.00014,0,0.00052,6e-04,0.00174,0,0.00676,0.00672,0.00076,0.00086,0,0,0,0,0,0,0,0,0,0,8e-04,0.00086,0.00084
"Otu00504",0,0.00116,0,0,0,0,0,0,0,0,0.00128,0.00064,0.00148,0,0,0,0.00034,0.00096,0.00112,0.00076,0,0,0,0.00036,0,0,0,0,0,0.00096,0.00068,0.00088,0,0,0,0.00062,0.00214,0.00212,0.00144
"Otu00506",0,0.00018,0,0.00152,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138,0.00148,0.00148,0,0,0,0,0.00014,8e-05,3e-04
"Otu00508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436,0,0.00012,0.00786,0.00172,0.00324,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00509",0,0,0,0,0,0,0,0,0,0,8e-04,0.00102,0.00186,0.00038,0,0.00032,0.00084,0.00134,0.00152,0.00142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0.00174,0.0012,0.00146
"Otu00510",0.00012,0,0.0016,0,0,0,0,1e-04,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302,0.00032,0.00034,2e-05,0,0,7e-04,0.00014,0.00022,0,0,0,0
"Otu00511",0,0.00028,0,0,0,0,0,0,0,0,0.00172,0.00126,0.002,0,0,0,0.00012,3e-04,0.00038,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0.00158,0.00204,0.00154
"Otu00514",0,0.0027,0,0.00512,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102,0.0022,0.00232,0.00208
"Otu00516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408,0.00426,0.00662,0,2e-05,0,0,0.00064,0.00064,0
"Otu00518",0,0,0,0,0,0,0,0,0,0,0.00136,0.00154,0.00168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0.00224,0.00156,0.00178
"Otu00521",0,0.00102,0,0.00036,0,0,0,0,0,0,0.00106,0.00058,0.0013,0,0,0.00032,0.00094,0.00134,0.00174,0.00158,0,0,0,0,0,0,0,0,0,0.00056,0.00138,0.00084,0,0,0,0,0,0,0.00056
"Otu00523",0,0,0,0.00028,0,0,0,0,0,0,0.00018,0.00026,0.00038,0,0,0,0.00014,0.00052,5e-04,0.00056,0,0,0,0,0,0,0,0,0,0.00078,0.00076,0.00042,0,0,0,0.00024,5e-04,0.00066,0.00054
"Otu00524",0,0.00198,0,0.00152,0,0,0,0,0,0,3e-04,0.00044,0.0012,0,0,2e-04,7e-04,0.00138,0.00132,0.0013,0,0,0,0,0,0,0,0,0,0.00052,0.00056,0.00054,0,0,0,2e-04,0.00048,3e-04,0.00024
"Otu00525",0,0,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0,0.00868,0.00468,0.00116,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00528",0,0.00012,0,0.0016,0,0,0,0,0,0,2e-05,0,6e-05,0,4e-05,0.00016,0.0011,0.00288,0.00352,0.0034,0,0,0,0,0,0,0,0,0,0.00024,0.00016,0.00016,0,0,0,0,4e-05,4e-05,0
"Otu00529",0,0,0,0.00064,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132,0.00134,0.00104,0,0,0,0.00062,0.00268,0.00274,0.00222
"Otu00530",0,0,0,0.00634,0,0,0,0,0,0,2e-04,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.00118,0.00118,0,0,0,3e-04,0.00108,0.00116,0.00092
"Otu00532",0,0.00196,0,0.00096,0,0,0,0,0,0,0.00044,0.00056,0.00088,0,0,0.00014,0.00042,0.00138,0.0018,0.00168,0,0,0,0,0,0,0,0,0,6e-04,0.00144,0.0012,0,0,0,0,0.00036,0.00072,0.00072
"Otu00533",0,0,0,0.00186,0,0,0,0,0,0,0.00024,0,0,0,0,0.00012,0.00042,0.00164,0.00144,0.00166,0,0,0,0,0,0,0,0,0,0.00092,0.00186,0.00222,0,0,0,0.00032,7e-04,0.00064,0.00094
"Otu00535",0,0,0,0,0,0,0.00102,0.0038,0.00314,0.00504,4e-04,0.00058,0,0,0.00028,5e-04,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,8e-04,0,0,0
"Otu00536",0,0.00522,0,0.00174,0,0,0,0,0,0,0.00056,0.00072,0.0011,0,0,6e-05,2e-04,3e-04,5e-04,0.00032,0,0,0,0,0,0,0,0,0,0.00154,0.00126,0.00112,0,0,0,0,0,6e-04,0.00058
"Otu00539",0,0.00132,0,0,0,0,8e-05,0,0,0,0.00282,0.0023,0.00316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298,0.003,0.00234,0,0,0,0,0,0,0
"Otu00540",0,0,0,0.0016,0,0,0,0,0,0,2e-04,0,0,0.00064,0,0.00016,0.00022,0.00032,0.00048,0.00056,0,0,0,0,0,0,8e-05,0,0,0.00094,0.00086,0.00118,0,0,0,0,0,0,0
"Otu00542",0,0.001,0,0,0,0,0,0.00016,0.00108,0.0022,0.00212,0.0017,0,0,0.00014,0.00042,0.00056,0,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,6e-05,6e-05
"Otu00545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116,0,0.00124,0.0049,0.00158,0.00264,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266,0,0.00272,0.00902,0.00042,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00549",0,0,0,0.0012,0,0.00094,0,0,0,0,0,0,0.00154,0,0,0,0,0,0,0,0,0,0.00402,0.00506,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00551",0,0.00068,0,0.00068,0,0,0,0,0,0,0.00056,5e-04,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0.00288,0.003,0.00156
"Otu00553",0,0.00406,0,8e-04,0,0,0,0,0,0,0.0013,0.00142,0.00142,0,0,0,2e-04,0.00046,0.00046,0.00048,0,0,0,0,0,0,0,0,0,0.00148,0.00086,0.00084,0,0,0,0,0,0,0
"Otu00555",0,0.00026,0,0,0,0,0,0,0,0.00022,0.00028,6e-05,0,0,0.00048,0.00282,0.00242,0.00074,0.001,0.00038,0,0,0,0,0,0,0,0,0,0.00058,0.00048,0.00078,0,0,0,0,0.00042,0.00016,0
"Otu00556",0,0.00236,0,0,0,0,0,0,0,0,0.00272,0.00208,0.00378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00557",0,0.00022,0,0.00012,0,0,0,0,0,0.00024,0.00094,0.00032,0,0,0.00022,0.00136,0.0014,0.00076,0.00032,2e-05,0,0,0,0,0,0,0,0,0,0.00084,0.00082,0.00112,0,0,0,0,0.00234,0.00166,0.00026
"Otu00559",0,0,0,0.00066,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.00114,0.00074,0,0,0,0,0.00034,0.00022,0.00026
"Otu00561",0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0.00036,0,0.00036,0.00088,0.00262,0.0028,0.00268,0,0,0,0.00016,0.00014,2e-04,0,0,0,0.00036,0.00042,0.00068,0,0,0,6e-05,0.00042,0.00036,0.00096
"Otu00563",0,0.00024,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0.00028,0.00042,0.00058,0.00034,0.00068,0,0,0,0,0,0,0,0,0,0.00164,0.00238,0.002,0,0,0,0,0.00108,0.00108,0.00228
"Otu00564",0,0,0,0,0,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0,0.00192,0.00352,0.00298,0.00378,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00565",0,9e-04,0,0.00034,0,0,0,0,0,0,0.00074,6e-04,0.00032,8e-05,0,0,0.00014,0.00036,5e-04,0.00032,0,0,0,0,0,0,0,0,0,0.00204,0.00162,0.00186,0,0,0,1e-04,0.00156,0.00152,0.00056
"Otu00567",0,0,0,0.00068,0,6e-05,0,0,0,0,0.00028,0.00014,0,5e-04,0,0,0.00028,0.00036,0.00034,5e-04,0.00018,0,0,0.00044,0.00012,1e-04,0,0,0,0.00154,0.00102,0.00108,0,0,0,0,1e-04,4e-05,0.00012
"Otu00569",0,0.00054,0,0.00086,0,0,0,0,0,0,0.00026,6e-05,0,0,0,0.00012,4e-05,0.00018,0.00036,0.00052,0,0,8e-05,0.00014,8e-05,0.00038,0,0,0,0.00076,0.00116,0.00158,0,0,0,0,0.00102,0.00118,0.00094
"Otu00570",0,0.00114,0,0.0014,0,0,0,0,0,0,0.00048,0.00048,0.00056,0,0,4e-05,0.00034,0.0014,0.00144,0.00156,0,0,0,0,0,0,0,0,0,0.00034,0.00058,0.00112,0,0,0,0.00022,5e-04,0.00048,0.0011
"Otu00571",0,0.00066,0,0.00098,0,0,0,0,0,0,0.00038,0.00034,9e-04,0.00034,0,0,0.00012,0.00054,0.00052,0.00056,0,0,0,0,0,0,0,0,0,7e-04,0.00114,0.00104,0,0,0,0.00028,0.00126,0.00098,0.00202
"Otu00573",0,0,0,0.00072,0,0,0,0,0,0,0,0,0,0,2e-05,0.00012,0.00026,3e-04,0.00026,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0.0031,0.0023,0.00418
"Otu00574",0,0,0,0.00184,0,0,0,0,0,0,2e-04,0.00014,0,0,0,0.00044,0.00104,0.00352,0.004,0.00272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00575",0,0,0,0.0012,0,0,0,0,0,0,0.00068,0.00036,0.00052,0,0,0.00024,0.001,0.00214,0.00302,0.0021,0,0,0,0,0,0,0,0,0,0.00044,0.00042,0.00036,0,0,0,0,0,0,0
"Otu00576",0,0,0,9e-04,0,0.00014,0,0,0,0,0,0,0,0,0,0,0.00012,0.00034,0.00034,0,0,0,1e-04,2e-04,8e-05,0.00024,0,0,0,0.00138,0.00212,0.00216,0,0,0,3e-04,0.00122,0.00098,0.0016
"Otu00577",0,0.00132,0,0.00038,0,0,0,0,0,0,0.00166,0.0015,0.00146,0,0,8e-05,0.00028,0,9e-04,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.00158,0.00134,0.00102
"Otu00578",0,8e-05,0,0,0,0,0,0,0,0,0.00072,6e-05,0.00088,0,0,0,0.00058,0.00084,9e-04,0.00128,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0,0.00046,0.00194,0.00206,0.00186
"Otu00582",0,0,0,0.00132,0,0,0,0,0,0,0,0,0,0,0,6e-05,3e-04,0.00104,0.00072,0.00118,0,0,0,0,0,0,0,0,8e-05,0.00128,0.0019,0.00176,0,0,0,0,0,0,0
"Otu00583",0,0.00136,0,0,0,0,4e-05,0,0,0,0.00172,0.0012,0.00126,0,0,0,0.00016,0.00094,0.00094,0.00106,0,0,0,0,0,0,0,0,0,0.00074,0.00076,0.00056,0,0,0,0,0,0,0
"Otu00584",0,0.00066,0,8e-05,0,2e-04,0,0,0,0,3e-04,0.00032,0.00062,0,0,1e-04,0.00022,0.00028,0.00046,0.00032,0,0,0,0.00016,8e-05,0,0,0,0,0,0,0,0,0,0,0.00068,0.00142,0.00168,0.00226
"Otu00586",0,0.00222,0,0.00052,0,0,0,0,0,0,0.00146,0.00124,0.00136,0,0,0,0.00022,0.00042,0.00042,0.00042,0,0,0,0,0,0,0,0,0,0.00152,0.00078,0.00088,0,0,0,0,3e-04,0.00026,0
"Otu00587",0,0.0015,0,0.0019,0,0,0,0,0,0,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166,0.00088,0.00108,0,0,0,0,0,0,0
"Otu00589",0,0.00228,0,0.00182,0,0,0,0,0,0,0.00046,0.00032,0.00096,0,0,0,0.00042,0.00078,0.00082,0.00098,0,0,0,0,0,0,0,0,0,0.00074,0.001,0.00142,0,0,0,0,2e-04,4e-04,0.00036
"Otu00590",0,0.00044,0,0.00204,0,0.00048,6e-05,0,0,0,0.00128,0.00146,0.00154,0,0,0,4e-04,0.00074,7e-04,0.001,0,0.00016,0.00128,8e-04,0.00042,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0.00026
"Otu00592",0,0.00232,0,0,0,0,0,0,0,0,6e-04,3e-04,0.00076,0,0,6e-05,0.00012,0.00048,5e-04,0.00036,0,0,0,0,0,0,0,0,0,0.00054,0.00032,0.00028,0,0,0,0.00012,0.00034,0.00028,3e-04
"Otu00593",0,0,0,0,0,0,0.00058,0.00158,0.00044,0.00024,0.00012,4e-05,0,0.00108,0.00276,0.00226,0.00066,0.00016,0.00026,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0
"Otu00594",0,0,0,0,0,0,4e-05,4e-05,0.00056,0.00084,0.00036,0.00034,0,0,3e-04,0.00036,0.00034,1e-04,1e-04,4e-05,0,4e-05,0,0,0,0,0,0.00142,0.00338,0.001,0.00032,0.00018,0,0,8e-05,0.00026,1e-04,0.00028,0.00018
"Otu00595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0.00192,0.00222,0.00232,0,0,0,0,0,0,0
"Otu00599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0.00158,0.00296,0.00352,0.00272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00600",0,0,0,0,0,0.00624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0,3e-04,0.00112,0.00046,0.00246,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00605",0,0,0,0.00034,0,0,2e-05,0,0,0,0.00022,0.00016,0.00092,0,0,0,0.00012,0.00018,0.00014,0.00034,0,0,0,0,0,0,0,0,0,0.00166,0.00336,0.0034,0.00018,0,0,2e-04,0.00046,0.00026,0.00086
"Otu00606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0.00532,0,0,0,0,0,0,0.00062,0,8e-05,0
"Otu00607",0,0,0,0,0,0.00136,0,0,0,0,0,0,0,0.00032,0,0,0,0,0,0,0.00094,0,0.00186,0.0027,0.00086,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00608",0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236,0,0.0039,0.0037,0.00186,0.00092,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00609",0,0,0,0.00214,0,0,0,0,0,0,0.00124,0.00112,0.00042,0,0,0,0.00038,8e-05,0.00064,5e-04,0,0,0,0,0,0,0,0,0,0.00114,0.00086,0.00128,0,0,0,0,0,0,2e-05
"Otu00613",0,0,0,0,0,0.00158,0,0,0,0,0,0,0,0.00034,0,0,0,0,0,0,0.00088,0,0.00194,0.0045,0.00118,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00615",0,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0.00026,0.00022,0,0,0,0,0.00404,0.00344,3e-04,0.00024,0,0,0,0.00022,0.00128,0.00036,0.00034,0.00036
"Otu00616",0,0,0,0,0,0,0,8e-05,0,0.00076,2e-05,0,0,0,0.00112,0.00328,0.00172,0.00012,0.00018,0,0,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.00322,0.00014,1e-04,0
"Otu00619",0,0.00096,0,0,0.00016,0,0,0,0,0,0.00102,9e-04,0.0011,0,0,0,0.00026,0.00062,0.00044,3e-04,0,0,0,0,0,0,0,0,0,0.00092,0.00044,0,0,0,0,2e-04,0.00034,0.00056,0.00048
"Otu00620",0,0.00034,0,0,0,0,0,6e-05,1e-04,0.00038,3e-04,0.00052,0,0,0,2e-05,0,0,0,0,0,0.0039,0.00078,0,0,0,0,5e-04,0.00032,0,0,0,0,0,0.001,0.0033,5e-04,0.00074,0.00046
"Otu00622",0,0.00156,0,0.00086,0,0,0,0,0,0,0.00026,0.00022,0.00044,0,0,0,3e-04,0,0.00034,6e-04,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0.00028,0.00198,0.00176,0.00372
"Otu00623",0,0,0,0.00126,0,0,0,0,0,0,0.00052,3e-04,0.00044,0,0,0,0.00022,0.00024,0.00026,0.00038,0,0,0,0,0,0,0,0,0,0.00172,0.00084,0.00112,0,0,0,0.00016,0.00072,0.00072,0.00068
"Otu00624",0,0,0,0.00016,0,0.00148,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0.00142,0,0.00282,0.00376,0.00126,0.00138,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00628",0,0,0,0.00244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132,0.00212,0.00208,0,0,0,0,0,0,0
"Otu00630",0,0,0,0,0,0,0.00128,0.00158,0.00154,0.0015,3e-04,0.00082,6e-05,0,0.00536,0.00354,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,3e-04,0,0,0
"Otu00632",0,0.00036,0,0.00134,0,0,0,0,0,0,0.00022,0.00018,1e-04,0,0,0,0.00014,3e-04,0.00032,0.00026,0,0,0,0,0,0.00016,0,0,0,0.0012,0.00152,0.00188,0,0,0,1e-04,0.00076,0.00042,0.00056
"Otu00635",0,0,0,0.001,0,0,0,0,0,0,0.00054,0,0,0,0,0,0,0.00048,0.00058,0,0,0,0,0,0,0,0,0,0,0.00076,0.00054,0.00082,0,0,0,0,0.00098,0.00106,0.00094
"Otu00638",0,0,0,0,0,0,0,0,0,0.00042,1e-04,0.00016,0,0.00058,0.00248,0.00208,0.00122,0.00022,2e-05,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0
"Otu00639",0,0.00244,0,9e-04,0,0,0,0,0,0,0.00082,0.0011,0.00124,0,0,0,0.00038,0,0,0,0,0,0,0.00052,0,0,0,0,0,0.00046,2e-04,0.00016,0,0,0,0,0.00052,0.00058,0.00034
"Otu00640",0,0,0,0,0,0,0,0,0.00078,0.00074,0.0016,0.00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094,0.00076,0.00078,0,0,0,0,0.00124,0,0,0
"Otu00641",0,0,0,0,0,0.00322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0,0.00068,0.00386,0.00098,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00642",0,0,0,0.0036,0,0,0,0,0,0,0.00084,0.00066,0.00106,0,6e-05,0.00018,0.00074,0.00152,0.00162,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0
"Otu00643",0,0,0,0,0,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0.00374,0.00304,7e-04,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00645",0,0,0,0.00018,0,0,0,0,0,0,4e-05,0,0,0,0,0,0.00014,0.00014,0.00036,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0.00326,0.003,0.00166
"Otu00646",0,0,0,0,0,0,0,0,0,0.00126,0.00124,0.00072,0,0,0,0.00066,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.00248,0.00064,0.00082,0.00018
"Otu00647",0,0.00058,0,3e-04,0,0,0,0,0,0,0.00016,0.00026,0.00084,0,0,1e-04,0.00028,5e-04,0.00052,0.00114,0,0.00038,0.00022,0,0,0,0,0,0,0.00042,0.00054,0.00054,0,0,0,3e-04,0.00068,0.00106,0.00132
"Otu00649",0,0.00026,0,3e-04,0,0.00084,0,0,0,0,0.00024,0.00018,0.00046,0,0,0.00018,0.00048,0.00148,0.0015,0.0014,0,0,0.00048,0.00086,0.00048,0.00026,0,0,0,0.00024,2e-04,0.00026,0,0,0,0,8e-05,0.00012,1e-04
"Otu00650",0,0.00056,0,0.00138,0,0,0,0,0,0,0.00028,4e-04,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0.003,0.002,0.00172
"Otu00651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128,0.00362,0.0036,0.00248
"Otu00652",0,0,0,0.00032,0,8e-05,0,0,0,0,1e-04,0.00032,0.00036,0,0,0.00012,2e-04,0.00058,0.00082,0.00058,0,0,0.00014,0.00016,6e-05,2e-04,0,0,0,0.00044,9e-04,0.00092,0,0,0,2e-05,0.00022,0.00024,0.00078
"Otu00654",0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0.00052,0.00032,0,0.00058,0.00052,0.00014,3e-04,0,0,0,0,0.00022,0.00034,0,0,0,0,0,0,0
